,price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor,code
701,200.0,113.0,64.0,11.0,,10.0,0.0,0.0,1.0,6
702,93.0,70.0,40.0,10.0,12.0,10.0,1.0,0.0,0.0,5
703,87.0,63.0,45.0,6.0,10.0,10.0,1.0,0.0,0.0,6
704,82.0,60.0,42.0,7.0,13.5,5.0,0.0,0.0,1.0,6
705,190.0,72.0,46.0,10.0,9.0,5.0,1.0,1.0,1.0,4
706,170.0,79.0,52.0,9.0,9.0,7.0,1.0,0.0,1.0,4
707,133.0,83.0,46.0,12.0,13.5,10.0,1.0,1.0,1.0,1
708,130.0,77.0,47.0,11.0,11.0,7.0,1.0,0.0,1.0,5
709,110.0,69.0,44.0,10.0,12.0,5.0,1.0,0.0,1.0,7
710,120.0,75.0,43.0,10.0,17.0,10.0,1.0,0.0,1.0,2
711,130.0,96.0,57.0,9.0,7.5,5.0,0.0,1.0,1.0,8
712,108.0,81.0,48.0,8.0,13.0,15.0,0.0,0.0,1.0,5
713,98.0,65.0,44.0,7.0,11.5,15.0,1.0,0.0,1.0,6
714,85.0,57.0,43.0,6.0,12.0,12.0,1.0,1.0,0.0,7
715,87.0,90.0,57.0,13.0,14.5,15.0,1.0,1.0,1.0,2
716,110.0,77.0,46.0,10.0,6.0,10.0,0.0,0.0,1.0,6
717,99.0,57.0,42.0,6.0,12.0,10.0,1.0,1.0,1.0,8
718,85.0,60.0,43.0,10.0,13.0,7.0,0.0,0.0,0.0,5
719,123.0,79.0,45.0,13.0,9.0,20.0,1.0,0.0,1.0,4
720,95.0,60.0,43.0,7.0,12.5,5.0,1.0,0.0,1.0,2
721,260.0,110.0,71.0,18.0,,7.0,1.0,1.0,1.0,8
722,115.0,68.0,46.0,8.0,13.5,10.0,1.0,0.0,1.0,1
723,195.0,83.0,55.0,10.0,4.5,3.0,1.0,1.0,0.0,8
724,116.0,75.0,44.0,13.0,12.0,10.0,1.0,0.0,1.0,1
725,79.0,60.0,44.0,6.0,15.5,15.0,1.0,0.0,0.0,1
726,174.0,71.0,43.0,8.0,9.0,5.0,1.0,1.0,0.0,3
727,125.0,83.0,53.0,10.0,5.0,12.0,1.0,0.0,0.0,4
728,96.0,64.0,41.0,9.0,13.5,12.0,1.0,0.0,1.0,1
729,94.0,65.0,45.0,7.0,17.0,10.0,1.0,0.0,0.0,2
730,142.0,84.0,53.0,10.0,15.5,15.0,1.0,0.0,1.0,1
731,140.0,82.0,49.0,8.0,13.0,5.0,1.0,0.0,1.0,5
732,125.0,78.0,50.0,9.0,13.5,15.0,1.0,1.0,0.0,1
733,192.0,75.0,47.0,10.0,9.0,10.0,1.0,1.0,0.0,3
734,105.0,57.0,40.0,6.0,4.5,5.0,1.0,1.0,1.0,8
735,85.0,59.0,44.0,6.0,7.0,1.0,1.0,0.0,1.0,5
736,120.0,82.0,53.0,9.0,11.5,10.0,0.0,1.0,1.0,6
737,130.0,64.0,35.0,6.0,9.0,1.0,1.0,1.0,1.0,4
738,120.0,74.0,40.0,12.0,12.7,7.0,1.0,1.0,1.0,5
739,95.0,67.0,41.0,9.0,13.5,7.0,0.0,0.0,1.0,6
740,88.0,60.0,44.0,6.0,17.0,7.0,0.0,0.0,1.0,4
741,75.0,44.0,28.0,6.0,13.5,7.0,1.0,0.0,1.0,6
742,78.0,55.0,37.0,6.0,11.5,2.0,1.0,1.0,1.0,6
743,95.0,60.0,43.0,6.0,,5.0,0.0,0.0,1.0,4
744,130.0,72.0,47.0,10.0,13.5,7.0,1.0,1.0,0.0,1
745,88.0,60.0,42.0,6.0,,10.0,1.0,1.0,1.0,5
746,100.0,66.0,43.0,7.0,12.0,7.0,0.0,0.0,1.0,7
747,98.4,56.0,39.0,5.0,10.5,5.0,0.0,1.0,1.0,3
748,105.0,63.0,44.0,7.0,17.0,3.0,1.0,0.0,1.0,4
749,85.0,58.0,41.0,7.0,14.5,10.0,0.0,0.0,1.0,2
750,149.0,77.0,45.0,10.0,13.0,2.0,1.0,0.0,1.0,5
751,85.0,60.0,43.0,7.0,12.0,5.0,0.0,0.0,1.0,7
752,130.0,74.0,50.0,8.0,10.5,5.0,0.0,1.0,1.0,7
753,120.0,80.0,50.0,10.0,7.0,7.0,1.0,0.0,1.0,5
754,270.0,97.0,56.0,18.0,8.0,10.0,1.0,1.0,1.0,1
755,280.0,145.0,66.0,16.0,12.7,3.0,1.0,0.0,0.0,5
756,150.0,76.0,45.0,10.0,,10.0,0.0,0.0,1.0,4
757,117.0,61.0,44.0,6.0,4.5,5.0,1.0,1.0,1.0,8
758,163.2,76.0,44.0,10.0,14.5,9.0,0.0,0.0,1.0,3
759,93.0,60.0,43.0,6.0,17.0,15.0,0.0,0.0,1.0,2
760,92.0,65.0,45.0,7.0,12.5,5.0,1.0,0.0,1.0,2
761,110.0,65.0,44.0,8.0,10.5,10.0,1.0,1.0,1.0,7
762,135.0,70.0,40.0,9.0,15.5,10.0,1.0,0.0,1.0,1
763,105.0,77.0,40.0,10.0,12.0,15.0,0.0,0.0,1.0,7
764,115.0,77.0,45.0,7.0,9.0,5.0,1.0,0.0,0.0,4
765,315.0,118.0,54.0,12.0,3.5,2.0,1.0,1.0,1.0,7
766,170.0,79.0,50.0,9.0,4.5,2.0,1.0,0.0,0.0,8
767,83.0,56.0,37.0,6.0,10.0,15.0,1.0,0.0,1.0,6
768,84.0,58.0,41.0,6.0,14.5,10.0,0.0,1.0,1.0,3
769,220.0,83.0,53.0,9.0,4.5,5.0,1.0,0.0,0.0,8
770,111.6,57.0,43.0,5.0,12.5,15.0,1.0,1.0,1.0,3
771,95.0,63.0,39.0,8.0,12.0,10.0,1.0,0.0,1.0,7
772,95.0,64.0,39.0,8.0,,15.0,1.0,0.0,1.0,7
773,276.0,92.0,60.0,14.0,9.0,10.0,1.0,0.0,0.0,3
774,104.0,80.0,45.0,13.0,13.0,5.0,0.0,0.0,1.0,5
775,105.0,75.0,45.0,10.0,12.0,5.0,0.0,0.0,1.0,5
776,205.2,90.0,63.0,10.0,10.5,3.0,1.0,0.0,1.0,3
777,99.0,65.0,40.0,8.0,12.5,10.0,1.0,0.0,1.0,2
778,95.0,64.0,45.0,7.0,12.5,10.0,1.0,0.0,1.0,2
779,112.0,76.0,54.0,8.0,,15.0,1.0,1.0,0.0,7
780,129.6,58.0,40.0,6.0,10.5,7.0,1.0,1.0,1.0,3
781,168.0,56.0,40.0,5.0,9.0,5.0,1.0,1.0,0.0,3
782,120.0,64.0,46.0,6.0,7.0,3.0,1.0,0.0,1.0,4
783,108.0,80.0,48.0,8.0,12.0,10.0,0.0,0.0,1.0,7
784,118.8,75.0,45.0,10.0,14.5,15.0,0.0,0.0,1.0,3
785,149.0,77.0,45.0,9.0,12.0,5.0,1.0,0.0,1.0,1
786,210.0,81.0,47.0,10.0,14.5,10.0,0.0,1.0,1.0,3
787,98.0,64.0,43.0,7.0,,15.0,1.0,0.0,1.0,7
788,198.0,84.0,57.0,9.0,10.5,7.0,1.0,0.0,0.0,3
789,80.0,56.0,37.0,6.0,10.0,1.0,1.0,0.0,0.0,6
790,138.0,95.0,63.0,9.0,10.0,10.0,1.0,0.0,1.0,6
791,108.0,75.0,50.0,10.0,12.0,3.0,1.0,0.0,1.0,5
792,180.0,69.0,46.0,8.0,7.5,7.0,1.0,1.0,1.0,3
793,91.0,61.0,44.0,7.0,13.5,5.0,1.0,0.0,1.0,6
794,148.0,90.0,55.0,8.0,13.5,7.0,0.0,1.0,0.0,1
795,358.8,100.0,65.0,11.0,9.0,10.0,1.0,0.0,1.0,3
796,127.0,79.0,45.0,13.0,,3.0,1.0,0.0,1.0,1
797,265.0,100.0,56.0,14.0,7.0,10.0,0.0,0.0,1.0,4
798,85.0,58.0,37.0,6.0,13.5,15.0,0.0,0.0,1.0,1
799,122.0,93.0,52.0,14.0,13.5,10.0,1.0,0.0,1.0,1
800,121.0,77.0,46.0,10.0,12.5,10.0,1.0,0.0,1.0,2
801,408.0,83.0,49.0,19.0,,5.0,1.0,1.0,1.0,3
802,96.0,60.0,45.0,6.0,12.0,5.0,0.0,0.0,1.0,7
803,228.0,77.0,54.0,9.0,9.0,5.0,0.0,1.0,1.0,3
804,108.0,75.0,54.0,9.0,17.0,5.0,1.0,0.0,0.0,2
805,102.0,60.0,40.0,8.0,8.0,5.0,0.0,1.0,1.0,1
806,151.2,80.0,46.0,13.0,14.5,5.0,0.0,0.0,1.0,3
807,208.8,130.0,71.0,16.0,14.5,4.0,0.0,0.0,1.0,3
808,119.0,80.0,51.0,8.0,,15.0,1.0,0.0,1.0,6
809,110.0,78.0,48.0,14.0,12.0,10.0,1.0,0.0,1.0,5
810,90.0,60.0,38.0,8.0,12.0,10.0,0.0,0.0,0.0,8
811,225.0,80.0,53.0,9.0,7.0,5.0,1.0,1.0,1.0,4
812,95.0,54.0,36.0,5.0,3.5,15.0,1.0,1.0,1.0,7
813,130.0,75.0,44.0,10.0,12.5,5.0,1.0,0.0,1.0,2
814,94.0,56.0,33.0,8.0,11.5,3.0,1.0,0.0,1.0,6
815,127.0,76.0,54.0,6.0,9.0,5.0,0.0,0.0,0.0,4
816,115.0,60.0,44.0,6.0,6.5,5.0,1.0,0.0,1.0,2
817,185.0,80.0,45.0,13.0,12.0,5.0,0.0,0.0,1.0,8
818,157.0,75.0,53.0,10.0,12.5,5.0,1.0,0.0,1.0,2
819,115.0,76.0,54.0,9.0,13.0,5.0,1.0,0.0,0.0,5
820,155.0,74.0,43.0,10.0,9.0,5.0,0.0,0.0,1.0,4
821,160.0,93.0,59.0,6.0,12.5,15.0,1.0,1.0,1.0,8
822,175.0,112.0,78.0,16.0,7.0,10.0,1.0,1.0,1.0,4
823,140.0,80.0,51.0,7.0,7.5,7.0,1.0,1.0,1.0,8
824,108.0,64.0,40.0,9.0,12.0,10.0,0.0,1.0,1.0,1
825,79.0,51.0,34.0,6.0,13.5,10.0,1.0,0.0,1.0,6
826,117.6,58.0,43.0,6.0,14.5,10.0,0.0,0.0,1.0,3
827,88.0,56.0,36.0,6.0,,10.0,0.0,0.0,1.0,2
828,110.0,74.0,45.0,10.0,,7.0,1.0,0.0,1.0,5
829,95.0,58.0,38.0,6.0,12.0,8.0,1.0,0.0,1.0,1
830,114.0,80.0,45.0,13.0,12.0,7.0,1.0,0.0,0.0,5
831,107.0,66.0,42.0,9.0,,7.0,0.0,0.0,1.0,1
832,160.0,101.0,51.0,15.0,7.0,7.0,1.0,0.0,1.0,5
833,138.0,69.0,45.0,9.0,4.5,5.0,1.0,0.0,1.0,8
834,95.0,56.0,42.0,7.0,3.5,10.0,1.0,1.0,0.0,7
835,132.0,88.0,63.0,8.0,8.0,5.0,1.0,1.0,1.0,1
836,100.0,78.0,44.0,9.0,13.5,20.0,0.0,0.0,1.0,1
837,130.0,83.0,50.0,9.0,,10.0,1.0,0.0,1.0,5
838,110.0,63.0,38.0,8.0,17.0,10.0,1.0,0.0,1.0,2
839,110.0,60.0,41.0,6.0,,10.0,1.0,0.0,1.0,8
840,123.0,75.0,45.0,10.0,12.7,10.0,1.0,0.0,1.0,5
841,108.0,76.0,45.0,10.0,12.0,10.0,0.0,1.0,0.0,7
842,135.0,105.0,58.0,21.0,13.5,15.0,1.0,1.0,1.0,1
843,145.0,90.0,55.0,10.0,9.0,7.0,1.0,1.0,0.0,4
844,105.0,68.0,46.0,8.0,12.0,15.0,1.0,0.0,1.0,7
845,86.0,58.0,44.0,6.0,17.0,5.0,1.0,0.0,1.0,4
846,138.0,72.0,50.0,8.0,10.5,10.0,0.0,1.0,1.0,3
847,140.0,79.0,53.0,8.0,7.0,2.0,1.0,0.0,0.0,4
848,170.0,53.0,33.0,9.0,3.0,10.0,1.0,1.0,1.0,1
849,108.0,79.0,47.0,8.0,14.5,3.0,0.0,0.0,0.0,2
850,160.0,86.0,56.0,9.0,6.0,2.0,1.0,0.0,1.0,6
851,105.0,72.0,43.0,10.0,12.0,10.0,1.0,0.0,1.0,5
852,80.0,58.0,43.0,5.0,7.0,7.0,1.0,0.0,1.0,5
853,140.0,74.0,45.0,10.0,12.5,2.0,1.0,0.0,1.0,2
854,92.0,85.0,53.0,10.0,12.0,15.0,1.0,1.0,0.0,5
855,86.0,58.0,43.0,6.0,17.0,5.0,1.0,0.0,1.0,4
856,144.0,80.0,48.0,13.0,15.5,10.0,1.0,0.0,1.0,1
857,78.0,51.0,34.0,6.0,13.0,5.0,0.0,0.0,1.0,5
858,140.0,68.0,46.0,7.0,9.0,10.0,1.0,0.0,1.0,4
859,99.0,66.0,44.0,8.0,12.0,5.0,1.0,0.0,0.0,5
860,115.0,78.0,46.0,10.0,,3.0,1.0,0.0,1.0,5
861,95.0,82.0,48.0,8.0,13.0,10.0,1.0,0.0,1.0,5
862,110.0,66.0,45.0,10.0,11.5,10.0,1.0,0.0,1.0,6
863,123.0,77.0,45.0,10.0,17.0,7.0,1.0,0.0,1.0,2
864,101.0,66.0,39.0,8.0,17.0,10.0,1.0,0.0,1.0,2
865,85.0,61.0,45.0,6.0,13.5,10.0,1.0,0.0,1.0,6
866,105.0,66.0,40.0,8.0,12.5,5.0,1.0,0.0,1.0,2
867,111.0,57.0,40.0,6.0,9.0,3.0,1.0,1.0,1.0,4
868,105.0,65.0,39.0,8.0,12.0,5.0,0.0,0.0,1.0,7
869,162.0,72.0,43.0,9.0,10.5,15.0,1.0,0.0,0.0,3
870,110.0,75.0,45.0,10.0,12.7,10.0,1.0,0.0,1.0,5
871,240.0,85.0,54.0,14.0,14.5,15.0,1.0,0.0,1.0,3
872,160.0,86.0,51.0,8.0,12.0,2.0,1.0,1.0,1.0,7
873,240.0,92.0,57.0,12.0,6.5,12.0,1.0,1.0,1.0,2
874,89.0,60.0,38.0,6.0,13.5,7.0,1.0,0.0,1.0,6
875,95.0,64.0,45.0,7.0,,5.0,1.0,0.0,1.0,2
876,110.0,74.0,44.0,10.0,13.5,15.0,0.0,0.0,1.0,6
877,112.0,74.0,52.0,7.0,11.0,5.0,1.0,1.0,0.0,8
878,98.0,59.0,39.0,6.0,7.5,10.0,0.0,0.0,1.0,8
879,158.0,64.0,44.0,9.0,7.0,3.0,1.0,0.0,1.0,4
880,82.0,62.0,44.0,6.0,13.5,10.0,0.0,0.0,1.0,6
881,118.0,71.0,41.0,8.0,12.0,15.0,0.0,0.0,1.0,7
882,106.0,63.0,44.0,7.0,,10.0,1.0,0.0,1.0,2
883,115.0,56.0,39.0,5.0,4.5,15.0,1.0,1.0,1.0,8
884,114.0,75.0,44.0,10.0,12.7,7.0,1.0,0.0,1.0,5
885,110.0,70.0,40.0,6.0,12.0,2.0,1.0,1.0,0.0,8
886,87.0,58.0,37.0,7.0,13.5,15.0,0.0,0.0,1.0,1
887,171.6,75.0,45.0,9.0,10.5,7.0,1.0,0.0,1.0,3
888,145.0,69.0,43.0,7.0,3.5,3.0,1.0,1.0,1.0,7
889,78.0,52.0,35.0,6.0,12.0,10.0,1.0,0.0,1.0,7
890,92.0,82.0,48.0,8.0,13.0,12.0,0.0,0.0,1.0,5
891,87.0,55.0,36.0,6.0,3.5,10.0,1.0,1.0,1.0,7
892,95.0,68.0,45.0,9.0,14.5,10.0,0.0,0.0,1.0,2
893,109.0,66.0,46.0,8.0,15.5,5.0,1.0,0.0,1.0,1
894,140.0,80.0,51.0,10.0,13.5,10.0,1.0,1.0,1.0,1
895,130.0,81.0,48.0,9.0,13.5,10.0,0.0,0.0,1.0,6
896,115.0,77.0,50.0,9.0,3.5,7.0,1.0,0.0,0.0,7
897,87.0,55.0,38.0,5.0,6.5,5.0,1.0,1.0,1.0,5
898,264.0,100.0,49.0,13.0,14.5,10.0,1.0,1.0,1.0,3
899,95.0,54.0,38.0,6.0,10.5,5.0,1.0,0.0,1.0,7
900,95.0,63.0,40.0,8.0,12.5,10.0,1.0,0.0,1.0,2
901,110.0,65.0,46.0,7.0,12.5,5.0,1.0,0.0,1.0,2
902,160.0,82.0,54.0,8.0,9.0,7.0,1.0,1.0,1.0,4
903,93.0,64.0,45.0,7.0,14.5,3.0,1.0,0.0,1.0,2
904,90.0,60.0,40.0,8.0,13.5,5.0,1.0,0.0,0.0,6
905,100.0,75.0,45.0,10.0,13.0,5.0,0.0,0.0,1.0,5
906,115.0,79.0,46.0,10.0,,10.0,1.0,0.0,1.0,5
907,90.0,61.0,44.0,6.0,12.0,5.0,1.0,0.0,0.0,8
908,105.0,66.0,44.0,7.0,13.5,7.0,0.0,0.0,1.0,1
909,100.0,76.0,45.0,10.0,12.0,15.0,0.0,0.0,1.0,7
910,139.0,80.0,48.0,10.0,10.5,15.0,1.0,0.0,1.0,7
911,99.0,66.0,39.0,8.0,17.0,10.0,1.0,0.0,0.0,2
912,158.4,96.0,56.0,12.0,10.5,7.0,0.0,0.0,1.0,3
913,87.0,63.0,42.0,7.0,13.5,7.0,1.0,0.0,1.0,6
914,145.0,78.0,47.0,8.0,11.0,8.0,1.0,1.0,1.0,8
915,216.0,78.0,52.0,8.0,9.0,1.0,1.0,1.0,1.0,3
916,200.0,90.0,60.0,10.0,12.0,10.0,1.0,1.0,1.0,7
917,87.0,60.0,43.0,6.0,,7.0,0.0,0.0,1.0,7
918,164.0,72.0,48.0,7.0,,5.0,1.0,1.0,1.0,7
919,121.0,79.0,45.0,13.0,12.0,7.0,1.0,0.0,1.0,1
920,85.0,60.0,43.0,6.0,14.5,6.0,0.0,0.0,1.0,2
921,120.0,83.0,56.0,10.0,,15.0,1.0,1.0,1.0,5
922,107.0,74.0,44.0,11.0,13.0,5.0,0.0,0.0,0.0,5
923,162.0,77.0,50.0,8.0,10.5,10.0,0.0,1.0,1.0,3
924,140.0,78.0,45.0,10.0,12.0,2.0,1.0,0.0,1.0,7
925,140.0,74.0,53.0,8.0,11.0,5.0,1.0,1.0,1.0,8
926,172.79999999999995,66.0,45.0,8.0,9.0,7.0,1.0,1.0,1.0,3
927,111.0,64.0,40.0,7.0,17.0,10.0,1.0,0.0,0.0,2
928,85.0,60.0,40.0,6.0,13.5,5.0,0.0,0.0,1.0,6
929,118.0,72.0,43.0,10.0,12.7,2.0,1.0,0.0,0.0,5
930,190.0,81.0,46.0,12.0,12.0,5.0,0.0,0.0,1.0,8
931,94.0,65.0,40.0,8.0,14.5,15.0,1.0,0.0,1.0,2
932,252.0,80.0,49.0,10.0,12.5,5.0,1.0,1.0,1.0,3
933,116.0,75.0,46.0,10.0,13.5,10.0,0.0,0.0,1.0,6
934,130.79999999999998,79.0,45.0,13.0,14.5,5.0,0.0,0.0,1.0,3
935,94.0,60.0,44.0,6.0,15.5,5.0,1.0,0.0,1.0,1
936,95.0,65.0,47.0,8.0,13.5,5.0,1.0,0.0,1.0,6
937,91.0,64.0,45.0,7.0,14.5,10.0,1.0,0.0,1.0,2
938,80.0,59.0,43.0,6.0,13.5,5.0,0.0,0.0,1.0,6
939,95.0,77.0,45.0,10.0,13.0,5.0,0.0,0.0,1.0,5
940,117.0,82.0,44.0,10.0,13.0,2.0,1.0,0.0,1.0,5
941,95.0,65.0,46.0,8.0,12.5,10.0,1.0,0.0,1.0,2
942,99.0,63.0,43.0,9.0,13.5,7.0,0.0,0.0,1.0,1
943,86.0,51.0,35.0,6.0,17.0,10.0,1.0,0.0,0.0,4
944,210.0,80.0,42.0,20.0,,5.0,1.0,0.0,1.0,1
945,150.0,92.0,69.0,8.0,4.5,10.0,1.0,1.0,1.0,8
946,108.0,78.0,46.0,10.0,12.7,10.0,1.0,0.0,1.0,5
947,129.0,79.0,47.0,8.0,10.5,15.0,1.0,0.0,1.0,7
948,170.0,80.0,53.0,9.0,8.0,3.0,1.0,0.0,1.0,1
949,80.0,60.0,45.0,6.0,13.5,5.0,0.0,0.0,1.0,6
950,240.0,72.0,46.0,9.0,9.0,10.0,1.0,1.0,1.0,3
951,117.6,64.0,42.0,7.0,14.5,5.0,0.0,0.0,1.0,3
952,95.0,60.0,43.0,6.0,17.0,10.0,1.0,0.0,1.0,4
953,140.0,84.0,48.0,9.0,12.0,10.0,0.0,1.0,1.0,7
954,100.0,64.0,41.0,7.0,12.0,5.0,1.0,0.0,1.0,7
955,190.0,78.0,46.0,10.0,8.0,10.0,1.0,1.0,1.0,1
956,258.0,76.0,55.0,8.0,,2.0,1.0,1.0,1.0,3
957,110.0,68.0,45.0,6.0,,10.0,1.0,0.0,1.0,2
958,127.0,78.0,46.0,10.0,,5.0,1.0,0.0,1.0,2
959,85.0,60.0,44.0,6.0,7.0,7.0,1.0,0.0,1.0,5
960,164.0,90.0,52.0,13.0,10.0,3.0,1.0,1.0,1.0,6
961,200.0,71.0,46.0,8.0,,5.0,1.0,1.0,0.0,8
962,110.0,74.0,53.0,8.0,11.0,15.0,1.0,1.0,0.0,8
963,130.0,72.0,45.0,10.0,11.5,10.0,1.0,0.0,0.0,6
964,185.0,78.0,53.0,8.0,7.5,15.0,1.0,1.0,1.0,8
965,155.0,72.0,53.0,8.0,3.0,10.0,1.0,1.0,1.0,1
966,115.0,74.0,45.0,10.0,13.0,15.0,1.0,0.0,1.0,5
967,130.0,56.0,40.0,5.0,3.5,10.0,1.0,1.0,0.0,7
968,104.0,80.0,45.0,13.0,13.0,5.0,0.0,0.0,1.0,5
969,167.0,74.0,45.0,11.0,5.0,10.0,1.0,0.0,1.0,4
970,136.0,78.0,46.0,10.0,12.5,5.0,0.0,0.0,0.0,2
971,126.0,53.0,36.0,5.0,7.5,10.0,1.0,1.0,0.0,3
972,135.0,73.0,53.0,8.0,,15.0,1.0,1.0,1.0,8
973,129.6,73.0,51.0,8.0,12.5,15.0,0.0,1.0,1.0,3
974,145.0,96.0,56.0,9.0,11.0,15.0,1.0,1.0,0.0,8
975,168.0,73.0,44.0,10.0,10.5,5.0,1.0,1.0,0.0,3
976,97.0,57.0,42.0,6.0,13.5,5.0,0.0,1.0,1.0,1
977,140.0,68.0,47.0,8.0,9.0,5.0,1.0,1.0,1.0,4
978,165.0,74.0,46.0,10.0,5.0,10.0,1.0,0.0,1.0,4
979,150.0,78.0,44.0,8.0,13.5,1.0,1.0,0.0,1.0,1
980,149.0,78.0,48.0,13.0,4.5,5.0,1.0,1.0,1.0,8
981,140.0,78.0,48.0,11.0,12.7,8.0,1.0,0.0,1.0,5
982,80.0,50.0,34.0,6.0,11.5,10.0,1.0,0.0,1.0,6
983,180.0,112.0,64.0,16.0,14.5,5.0,0.0,0.0,1.0,3
984,118.0,79.0,45.0,13.0,15.5,10.0,1.0,0.0,1.0,1
985,90.0,65.0,45.0,7.0,14.5,10.0,0.0,0.0,1.0,3
986,120.0,75.0,48.0,11.0,3.0,15.0,1.0,1.0,1.0,1
987,150.0,75.0,51.0,8.0,12.0,15.0,1.0,0.0,0.0,8
988,81.0,56.0,37.0,6.0,11.5,5.0,1.0,0.0,1.0,6
989,117.0,85.0,44.0,10.0,12.0,10.0,0.0,0.0,1.0,7
990,158.0,78.0,49.0,14.0,9.0,4.0,1.0,1.0,1.0,4
991,110.0,67.0,45.0,8.0,13.5,5.0,0.0,0.0,1.0,1
992,110.0,60.0,44.0,6.0,7.0,5.0,0.0,0.0,1.0,4
993,105.0,65.0,40.0,7.0,17.0,10.0,1.0,0.0,0.0,2
994,110.0,65.0,40.0,8.0,12.5,5.0,1.0,0.0,0.0,2
995,129.6,69.0,36.0,9.0,12.5,5.0,0.0,0.0,0.0,3
996,132.0,77.0,43.0,8.0,12.5,5.0,1.0,0.0,1.0,2
997,90.0,59.0,45.0,6.0,12.0,5.0,0.0,0.0,0.0,8
998,157.2,79.0,45.0,12.0,14.5,5.0,0.0,0.0,1.0,3
999,154.79999999999995,76.0,48.0,10.0,12.5,5.0,0.0,0.0,1.0,3
1000,93.0,60.0,38.0,8.0,12.0,5.0,1.0,0.0,1.0,5
1001,165.0,78.0,47.0,9.0,5.0,10.0,1.0,1.0,1.0,4
1002,115.0,67.0,41.0,9.0,14.5,7.0,0.0,0.0,1.0,2
1003,105.0,66.0,40.0,8.0,17.0,5.0,1.0,0.0,1.0,2
1004,83.0,61.0,38.0,6.0,13.0,10.0,0.0,0.0,0.0,5
1005,125.0,77.0,44.0,10.0,14.5,7.0,1.0,0.0,1.0,2
1006,197.0,101.0,60.0,15.0,7.0,7.0,0.0,1.0,1.0,4
1007,105.0,77.0,54.0,8.0,10.5,12.0,1.0,0.0,0.0,7
1008,143.0,75.0,54.0,10.0,6.5,7.0,1.0,1.0,1.0,2
1009,85.0,64.0,45.0,6.0,13.0,5.0,0.0,0.0,1.0,5
1010,105.0,83.0,48.0,9.0,13.0,15.0,1.0,0.0,1.0,5
1011,117.0,75.0,42.0,10.0,12.0,5.0,1.0,0.0,1.0,5
1012,238.8,70.0,46.0,8.0,7.5,7.0,1.0,1.0,1.0,3
1013,90.0,59.0,45.0,6.0,15.5,5.0,0.0,0.0,1.0,1
1014,145.0,76.0,51.0,8.0,3.0,5.0,1.0,1.0,0.0,1
1015,115.2,60.0,45.0,6.0,10.5,15.0,1.0,0.0,1.0,3
1016,140.0,77.0,45.0,10.0,10.0,5.0,1.0,0.0,1.0,6
1017,150.0,77.0,42.0,8.0,6.0,15.0,1.0,0.0,1.0,6
1018,118.8,63.0,38.0,8.0,10.5,5.0,1.0,0.0,0.0,3
1019,102.0,58.0,41.0,6.0,11.0,5.0,1.0,1.0,1.0,8
1020,84.0,76.0,45.0,10.0,17.0,10.0,1.0,0.0,1.0,4
1021,92.0,58.0,42.0,6.0,,7.0,1.0,1.0,1.0,1
1022,82.0,59.0,38.0,6.0,,5.0,1.0,0.0,1.0,6
1023,116.4,58.0,42.0,5.0,12.5,15.0,1.0,1.0,1.0,3
1024,730.0,134.0,102.0,10.0,9.0,10.0,1.0,1.0,1.0,4
1025,80.0,56.0,44.0,6.0,11.0,8.0,1.0,1.0,0.0,5
1026,185.0,99.0,67.0,9.0,9.0,10.0,1.0,1.0,0.0,4
1027,85.0,56.0,42.0,6.0,12.0,10.0,1.0,1.0,1.0,8
1028,170.0,68.0,39.0,10.0,4.5,10.0,1.0,1.0,0.0,8
1029,115.0,62.0,38.0,8.0,11.5,5.0,1.0,0.0,1.0,6
1030,120.0,77.0,47.0,12.0,13.5,10.0,1.0,0.0,1.0,1
1031,186.0,73.0,49.0,9.0,10.5,15.0,1.0,1.0,1.0,3
1032,125.0,77.0,45.0,10.0,12.0,10.0,1.0,0.0,1.0,5
1033,110.0,65.0,45.0,11.0,,7.0,1.0,0.0,1.0,4
1034,155.0,75.0,46.0,10.0,12.0,5.0,1.0,0.0,1.0,8
1035,139.0,86.0,51.0,10.0,10.5,7.0,0.0,0.0,1.0,7
1036,118.0,84.0,48.0,9.0,12.7,5.0,0.0,0.0,1.0,5
1037,246.0,88.0,59.0,9.0,9.0,10.0,1.0,1.0,0.0,3
1038,85.0,60.0,38.0,6.0,17.0,7.0,1.0,0.0,0.0,2
1039,89.0,60.0,44.0,6.0,,3.0,1.0,0.0,1.0,7
1040,94.0,55.0,41.0,5.0,13.5,10.0,1.0,1.0,1.0,1
1041,165.0,78.0,46.0,10.0,5.0,10.0,1.0,0.0,1.0,4
1042,94.0,61.0,42.0,6.0,12.5,10.0,1.0,0.0,1.0,2
1043,230.0,110.0,52.0,17.0,11.5,5.0,1.0,1.0,1.0,6
1044,120.0,69.0,40.0,9.0,13.5,15.0,1.0,0.0,1.0,1
1045,110.0,65.0,45.0,7.0,13.5,7.0,1.0,0.0,1.0,1
1046,193.0,100.0,56.0,12.0,12.0,10.0,0.0,1.0,1.0,7
1047,145.0,75.0,46.0,10.0,9.0,15.0,1.0,0.0,1.0,4
1048,120.0,77.0,48.0,8.0,12.0,15.0,1.0,1.0,1.0,8
1049,260.0,80.0,46.0,12.0,9.0,2.0,1.0,1.0,1.0,4
1050,97.0,64.0,45.0,7.0,13.5,10.0,1.0,0.0,1.0,1
